Invoice_ID,Date,Branch,City,Product,Customer_Type,Quantity,Unit_Price,Sales,Payment_Method,Rating
INV-0294,2025-04-14,A,Delhi,Milk,Normal,4,68.13,272.52,Cash,4.2
INV-0295,2025-05-15,A,Delhi,Cheese,Member,8,172.84,1382.72,Credit Card,4.6
INV-0296,2025-05-31,B,Pune,Cheese,Member,2,264.97,529.94,UPI,4.7
INV-0297,2025-03-27,A,Delhi,Snacks,Normal,9,69.33,623.97,Cash,3.9
INV-0298,2025-05-30,B,Pune,Fruits,Normal,6,95.24,571.44,Credit Card,5.0
INV-0299,2025-03-30,A,Delhi,Milk,Normal,9,74.49,670.41,Credit Card,3.8
INV-0300,2025-01-22,B,Pune,Frozen Food,Member,8,87.08,696.64,Cash,4.2
INV-0301,2025-04-02,B,Pune,Snacks,Member,7,83.74,586.18,Cash,3.7
INV-0302,2025-01-29,A,Delhi,Meat,Member,1,378.69,378.69,Cash,3.6
INV-0303,2025-01-13,B,Pune,Cheese,Member,3,192.79,578.37,Credit Card,4.7
INV-0304,2025-01-02,A,Delhi,Snacks,Normal,2,69.4,138.8,Cash,5.0
INV-0305,2025-01-29,A,Delhi,Milk,Normal,5,44.89,224.45,UPI,3.8
INV-0306,2025-06-29,C,Mumbai,Cheese,Normal,5,141.04,705.2,Credit Card,4.8
INV-0307,2025-01-27,A,Delhi,Beverages,Member,5,161.43,807.15,Cash,3.8
INV-0308,2025-02-19,C,Mumbai,Snacks,Member,4,103.29,413.16,Cash,4.0
INV-0309,2025-04-05,A,Delhi,Vegetables,Member,5,30.73,153.65,UPI,5.0
INV-0310,2025-05-31,C,Mumbai,Cheese,Normal,3,181.21,543.63,Cash,3.3
INV-0311,2025-03-29,C,Mumbai,Milk,Normal,1,51.55,51.55,Cash,3.1
INV-0312,2025-02-13,B,Pune,Bread,Member,5,40.9,204.5,Cash,3.9
INV-0313,2025-01-22,B,Pune,Frozen Food,Normal,9,154.04,1386.36,UPI,4.4
INV-0314,2025-06-20,B,Pune,Personal Care,Member,9,113.14,1018.26,Cash,4.3
INV-0315,2025-06-14,B,Pune,Fruits,Member,4,60.76,243.04,Credit Card,4.2
INV-0316,2025-04-07,C,Mumbai,Personal Care,Normal,3,178.24,534.72,UPI,4.0
INV-0317,2025-01-03,C,Mumbai,Milk,Member,1,45.05,45.05,Credit Card,4.5
INV-0318,2025-04-28,C,Mumbai,Meat,Normal,2,342.56,685.12,Cash,2.1
INV-0319,2025-01-19,A,Delhi,Meat,Member,8,321.19,2569.52,Credit Card,3.5
INV-0320,2025-01-23,C,Mumbai,Bread,Normal,1,64.09,64.09,Credit Card,3.9
INV-0321,2025-06-06,C,Mumbai,Fruits,Normal,8,89.67,717.36,Cash,4.5
INV-0322,2025-01-30,A,Delhi,Vegetables,Normal,7,66.13,462.91,Credit Card,5.0
INV-0323,2025-02-08,A,Delhi,Bread,Member,8,82.76,662.08,Credit Card,3.4
INV-0324,2025-04-18,C,Mumbai,Personal Care,Member,6,168.09,1008.54,Cash,4.9
INV-0325,2025-04-21,B,Pune,Bread,Normal,9,62.82,565.38,UPI,3.7
INV-0326,2025-01-25,C,Mumbai,Personal Care,Normal,3,192.76,578.28,Cash,3.9
INV-0327,2025-05-08,A,Delhi,Cheese,Member,10,216.98,2169.8,Credit Card,4.4
INV-0328,2025-04-21,C,Mumbai,Meat,Member,4,237.34,949.36,Credit Card,3.9
INV-0329,2025-05-16,A,Delhi,Cheese,Member,6,153.14,918.84,Credit Card,4.7
INV-0330,2025-04-16,A,Delhi,Frozen Food,Normal,8,105.9,847.2,Cash,3.7
INV-0331,2025-05-24,A,Delhi,Fruits,Member,5,110.95,554.75,Credit Card,3.7
INV-0332,2025-03-13,C,Mumbai,Vegetables,Member,3,78.26,234.78,UPI,4.7
INV-0333,2025-05-09,C,Mumbai,Personal Care,Normal,6,209.98,1259.88,Cash,3.5
INV-0334,2025-04-18,B,Pune,Vegetables,Member,4,70.25,281.0,UPI,4.2
INV-0335,2025-01-05,B,Pune,Personal Care,Member,9,135.74,1221.66,UPI,2.9
INV-0336,2025-01-03,C,Mumbai,Milk,Member,3,37.69,113.07,UPI,5.0
INV-0337,2025-05-12,B,Pune,Bread,Normal,4,70.3,281.2,Cash,4.8
INV-0338,2025-04-14,C,Mumbai,Frozen Food,Normal,7,178.98,1252.86,Cash,5.0
INV-0339,2025-03-05,B,Pune,Meat,Normal,7,447.06,3129.42,Cash,4.9
INV-0340,2025-04-16,B,Pune,Personal Care,Normal,4,98.27,393.08,Cash,3.3
INV-0341,2025-04-08,B,Pune,Vegetables,Normal,6,64.81,388.86,UPI,4.4
INV-0342,2025-01-10,A,Delhi,Frozen Food,Normal,3,190.66,571.98,UPI,3.4
INV-0343,2025-05-29,C,Mumbai,Beverages,Normal,6,133.8,802.8,UPI,5.0
INV-0344,2025-05-08,B,Pune,Beverages,Member,2,122.97,245.94,UPI,3.3
INV-0345,2025-02-15,A,Delhi,Cheese,Member,8,244.31,1954.48,Cash,3.3
INV-0346,2025-06-04,C,Mumbai,Meat,Normal,2,211.49,422.98,Cash,3.0
INV-0347,2025-03-07,B,Pune,Milk,Member,7,67.65,473.55,Cash,3.7
INV-0348,2025-06-18,B,Pune,Vegetables,Member,9,71.48,643.32,Cash,3.6
INV-0349,2025-04-22,C,Mumbai,Bread,Normal,1,83.76,83.76,UPI,3.2
INV-0350,2025-01-13,B,Pune,Bread,Member,8,80.83,646.64,Credit Card,5.0
INV-0351,2025-05-17,A,Delhi,Vegetables,Member,7,48.64,340.48,Cash,4.3
INV-0352,2025-06-13,C,Mumbai,Fruits,Member,6,54.86,329.16,Cash,4.3
INV-0353,2025-03-27,B,Pune,Milk,Member,6,79.17,475.02,UPI,5.0
INV-0354,2025-03-31,B,Pune,Frozen Food,Member,6,169.64,1017.84,UPI,4.2
INV-0355,2025-02-27,A,Delhi,Personal Care,Normal,9,205.03,1845.27,Cash,3.5
INV-0356,2025-02-23,C,Mumbai,Fruits,Normal,2,44.75,89.5,Cash,2.9
INV-0357,2025-01-12,B,Pune,Personal Care,Normal,1,162.85,162.85,Cash,3.5
INV-0358,2025-01-14,B,Pune,Personal Care,Member,6,189.58,1137.48,Cash,5.0
INV-0359,2025-05-01,C,Mumbai,Fruits,Normal,10,115.27,1152.7,Cash,3.2
INV-0360,2025-06-11,C,Mumbai,Cheese,Member,8,173.97,1391.76,Credit Card,4.2
INV-0361,2025-06-30,A,Delhi,Beverages,Member,3,144.25,432.75,Credit Card,4.7
INV-0362,2025-05-01,A,Delhi,Personal Care,Member,10,146.21,1462.1,Credit Card,4.2
INV-0363,2025-01-20,A,Delhi,Fruits,Member,1,35.46,35.46,Credit Card,4.3
INV-0364,2025-03-16,C,Mumbai,Fruits,Normal,9,92.1,828.9,UPI,4.4
INV-0365,2025-05-24,A,Delhi,Snacks,Normal,1,115.91,115.91,UPI,4.2
INV-0366,2025-03-11,B,Pune,Cheese,Member,3,268.9,806.7,UPI,5.0
INV-0367,2025-02-25,C,Mumbai,Meat,Normal,8,299.19,2393.52,Cash,3.3
INV-0368,2025-04-11,C,Mumbai,Snacks,Member,3,65.33,195.99,Credit Card,4.2
INV-0369,2025-05-12,B,Pune,Snacks,Normal,4,44.9,179.6,UPI,2.8
INV-0370,2025-04-21,C,Mumbai,Vegetables,Normal,8,56.17,449.36,Credit Card,2.7
INV-0371,2025-05-05,A,Delhi,Beverages,Member,1,89.25,89.25,UPI,3.9
INV-0372,2025-05-12,C,Mumbai,Fruits,Normal,6,98.5,591.0,Credit Card,4.4
INV-0373,2025-01-20,A,Delhi,Beverages,Member,1,96.05,96.05,UPI,5.0
INV-0374,2025-05-18,B,Pune,Milk,Normal,1,77.71,77.71,UPI,5.0
INV-0375,2025-01-24,C,Mumbai,Vegetables,Member,8,97.17,777.36,Cash,4.9
INV-0376,2025-06-03,A,Delhi,Meat,Member,4,336.27,1345.08,UPI,4.5
INV-0377,2025-02-06,A,Delhi,Beverages,Normal,1,170.73,170.73,UPI,4.1
INV-0378,2025-02-23,C,Mumbai,Bread,Normal,10,75.65,756.5,UPI,3.0
INV-0379,2025-04-13,C,Mumbai,Personal Care,Member,7,147.5,1032.5,Credit Card,3.9
INV-0380,2025-05-29,B,Pune,Milk,Normal,5,43.11,215.55,Cash,4.8
INV-0381,2025-02-07,C,Mumbai,Cheese,Normal,5,193.38,966.9,UPI,4.6
INV-0382,2025-06-23,B,Pune,Meat,Member,1,318.26,318.26,Cash,3.2
INV-0383,2025-01-04,A,Delhi,Milk,Member,10,73.88,738.8,Credit Card,4.4
INV-0384,2025-02-26,B,Pune,Personal Care,Normal,6,137.01,822.06,UPI,4.3
INV-0385,2025-06-22,A,Delhi,Vegetables,Member,9,92.33,830.97,Cash,4.2
INV-0386,2025-01-20,C,Mumbai,Personal Care,Member,9,167.9,1511.1,UPI,4.0
INV-0387,2025-01-17,B,Pune,Snacks,Member,8,55.07,440.56,UPI,4.4
INV-0388,2025-04-29,B,Pune,Personal Care,Normal,5,219.2,1096.0,Cash,4.5
INV-0389,2025-03-12,B,Pune,Snacks,Normal,1,98.0,98.0,UPI,3.6
INV-0390,2025-01-04,C,Mumbai,Vegetables,Member,9,54.39,489.51,Cash,4.3
INV-0391,2025-01-14,A,Delhi,Frozen Food,Normal,1,192.05,192.05,Credit Card,3.9
INV-0392,2025-01-03,B,Pune,Snacks,Member,8,51.98,415.84,UPI,3.0
INV-0393,2025-03-21,B,Pune,Cheese,Normal,5,221.85,1109.25,Cash,3.6
INV-0394,2025-02-24,B,Pune,Personal Care,Member,3,139.72,419.16,UPI,3.0
INV-0395,2025-05-12,A,Delhi,Personal Care,Member,7,125.07,875.49,Credit Card,4.6
INV-0396,2025-04-30,C,Mumbai,Cheese,Normal,7,272.48,1907.36,Cash,4.2
INV-0397,2025-01-24,C,Mumbai,Bread,Member,9,61.35,552.15,Credit Card,3.8
INV-0398,2025-06-11,B,Pune,Fruits,Normal,7,49.72,348.04,Cash,4.9
INV-0399,2025-06-07,C,Mumbai,Frozen Food,Normal,3,158.02,474.06,UPI,4.0
INV-0400,2025-03-23,C,Mumbai,Meat,Member,1,425.82,425.82,Cash,3.1
INV-0401,2025-05-27,C,Mumbai,Snacks,Member,8,59.37,474.96,Credit Card,3.7
INV-0402,2025-06-08,A,Delhi,Cheese,Normal,3,154.23,462.69,Cash,5.0
INV-0403,2025-03-01,B,Pune,Vegetables,Member,8,25.98,207.84,Credit Card,3.6
INV-0404,2025-05-27,B,Pune,Snacks,Member,8,41.56,332.48,Credit Card,4.2
INV-0405,2025-02-18,B,Pune,Fruits,Member,5,104.65,523.25,UPI,4.5
INV-0406,2025-03-04,C,Mumbai,Vegetables,Member,1,79.91,79.91,UPI,4.4
INV-0407,2025-04-20,C,Mumbai,Milk,Member,10,50.98,509.8,Cash,5.0
INV-0408,2025-05-30,C,Mumbai,Personal Care,Normal,7,171.73,1202.11,Cash,3.2
INV-0409,2025-06-01,B,Pune,Milk,Normal,10,52.78,527.8,Credit Card,3.3
INV-0410,2025-04-19,A,Delhi,Snacks,Member,5,144.82,724.1,Credit Card,3.2
INV-0411,2025-03-17,C,Mumbai,Fruits,Member,8,117.03,936.24,UPI,3.8
INV-0412,2025-01-30,C,Mumbai,Frozen Food,Member,9,146.77,1320.93,UPI,4.7
INV-0413,2025-02-27,A,Delhi,Snacks,Normal,7,133.96,937.72,Credit Card,3.3
INV-0414,2025-04-27,C,Mumbai,Cheese,Member,7,243.69,1705.83,UPI,4.7
INV-0415,2025-06-08,C,Mumbai,Beverages,Normal,1,90.3,90.3,Credit Card,4.0
INV-0416,2025-04-10,B,Pune,Snacks,Normal,4,65.52,262.08,Cash,3.3
INV-0417,2025-01-19,B,Pune,Personal Care,Normal,2,133.32,266.64,Cash,2.9
INV-0418,2025-06-25,B,Pune,Personal Care,Member,2,185.02,370.04,UPI,3.0
INV-0419,2025-06-22,A,Delhi,Snacks,Normal,2,145.62,291.24,Cash,3.6
INV-0420,2025-04-04,B,Pune,Vegetables,Member,4,82.27,329.08,Cash,3.9
INV-0421,2025-04-23,C,Mumbai,Beverages,Normal,1,161.18,161.18,Cash,4.9
INV-0422,2025-05-26,A,Delhi,Cheese,Member,4,216.49,865.96,UPI,4.5
INV-0423,2025-03-04,B,Pune,Snacks,Normal,2,131.89,263.78,Credit Card,3.5
INV-0424,2025-04-26,B,Pune,Vegetables,Member,5,83.83,419.15,Credit Card,4.3
INV-0425,2025-04-23,B,Pune,Personal Care,Normal,3,120.32,360.96,UPI,5.0
INV-0426,2025-02-16,C,Mumbai,Personal Care,Member,8,148.32,1186.56,UPI,5.0
INV-0427,2025-02-26,B,Pune,Fruits,Member,4,102.43,409.72,UPI,3.8
INV-0428,2025-04-28,B,Pune,Snacks,Member,1,45.07,45.07,Cash,4.6
INV-0429,2025-02-14,C,Mumbai,Beverages,Member,1,155.05,155.05,Cash,4.9
INV-0430,2025-06-10,B,Pune,Bread,Normal,10,40.67,406.7,Cash,3.0
INV-0431,2025-05-25,A,Delhi,Beverages,Normal,3,116.91,350.73,UPI,3.7
INV-0432,2025-01-04,B,Pune,Personal Care,Member,9,189.32,1703.88,Cash,5.0
INV-0433,2025-05-28,A,Delhi,Personal Care,Normal,7,100.61,704.27,Cash,3.8
INV-0434,2025-02-16,A,Delhi,Milk,Member,2,46.06,92.12,Cash,2.1
INV-0435,2025-05-23,B,Pune,Personal Care,Member,9,124.44,1119.96,Credit Card,3.9
INV-0436,2025-02-16,B,Pune,Cheese,Normal,10,263.14,2631.4,UPI,4.7
INV-0437,2025-03-19,C,Mumbai,Meat,Member,2,150.13,300.26,Cash,4.0
INV-0438,2025-05-04,B,Pune,Snacks,Member,3,139.15,417.45,Cash,4.5
INV-0439,2025-03-16,B,Pune,Beverages,Normal,10,69.99,699.9,Cash,4.6
INV-0440,2025-04-13,B,Pune,Meat,Member,2,447.03,894.06,Credit Card,3.8
INV-0441,2025-05-17,A,Delhi,Vegetables,Member,3,96.61,289.83,Cash,3.7
INV-0442,2025-03-31,C,Mumbai,Bread,Member,6,59.68,358.08,Credit Card,4.1
INV-0443,2025-05-24,A,Delhi,Cheese,Member,9,202.04,1818.36,UPI,4.1
INV-0444,2025-03-10,C,Mumbai,Beverages,Normal,9,112.6,1013.4,UPI,4.0
INV-0445,2025-03-02,A,Delhi,Meat,Normal,7,340.63,2384.41,Credit Card,4.1
INV-0446,2025-05-18,B,Pune,Bread,Normal,3,35.44,106.32,Cash,3.5
INV-0447,2025-02-19,A,Delhi,Milk,Member,4,36.47,145.88,UPI,4.5
INV-0448,2025-01-03,C,Mumbai,Cheese,Member,6,129.23,775.38,UPI,4.4
INV-0449,2025-04-17,B,Pune,Cheese,Normal,5,191.1,955.5,UPI,3.1
INV-0450,2025-04-23,B,Pune,Milk,Member,2,47.4,94.8,Credit Card,3.7
INV-0451,2025-04-04,A,Delhi,Snacks,Member,6,108.42,650.52,UPI,4.1
INV-0452,2025-04-28,C,Mumbai,Milk,Member,3,79.66,238.98,UPI,3.7
INV-0453,2025-03-22,A,Delhi,Cheese,Member,8,181.81,1454.48,UPI,4.4
INV-0454,2025-04-19,C,Mumbai,Cheese,Normal,2,211.81,423.62,UPI,4.0
INV-0455,2025-02-20,A,Delhi,Meat,Normal,1,274.68,274.68,UPI,4.1
INV-0456,2025-05-27,A,Delhi,Personal Care,Normal,9,195.56,1760.04,Cash,3.7
INV-0457,2025-06-19,A,Delhi,Bread,Member,3,84.13,252.39,UPI,2.7
INV-0458,2025-02-04,B,Pune,Milk,Normal,1,74.48,74.48,Credit Card,2.7
INV-0459,2025-02-15,B,Pune,Bread,Normal,7,88.46,619.22,UPI,4.4
INV-0460,2025-06-03,A,Delhi,Milk,Member,10,36.24,362.4,Cash,4.2
INV-0461,2025-03-10,C,Mumbai,Vegetables,Member,5,87.99,439.95,Credit Card,4.3
INV-0462,2025-04-03,B,Pune,Cheese,Normal,5,240.28,1201.4,Cash,4.1
INV-0463,2025-03-05,B,Pune,Personal Care,Normal,1,96.59,96.59,Cash,4.1
INV-0464,2025-06-14,B,Pune,Meat,Normal,9,436.9,3932.1,UPI,4.6
INV-0465,2025-02-18,B,Pune,Personal Care,Normal,7,83.71,585.97,UPI,4.3
INV-0466,2025-05-29,B,Pune,Personal Care,Member,8,168.73,1349.84,Cash,4.7
INV-0467,2025-03-15,A,Delhi,Personal Care,Normal,9,95.98,863.82,Credit Card,4.1
INV-0468,2025-01-05,A,Delhi,Bread,Normal,6,55.88,335.28,Cash,3.8
INV-0469,2025-04-10,C,Mumbai,Milk,Member,5,67.36,336.8,Cash,4.1
INV-0470,2025-03-11,C,Mumbai,Frozen Food,Normal,6,175.77,1054.62,Credit Card,3.5
INV-0471,2025-03-31,B,Pune,Vegetables,Member,2,57.06,114.12,Cash,3.8
INV-0472,2025-01-04,A,Delhi,Beverages,Member,4,92.42,369.68,UPI,4.1
INV-0473,2025-05-06,B,Pune,Personal Care,Member,3,194.35,583.05,Cash,4.1
INV-0474,2025-02-08,B,Pune,Snacks,Normal,7,55.82,390.74,Credit Card,3.9
INV-0475,2025-06-12,A,Delhi,Bread,Normal,9,55.81,502.29,UPI,3.1
INV-0476,2025-05-09,A,Delhi,Meat,Member,5,421.13,2105.65,Cash,4.4
INV-0477,2025-01-24,C,Mumbai,Beverages,Normal,6,159.96,959.76,UPI,4.5
INV-0478,2025-02-26,C,Mumbai,Frozen Food,Normal,10,148.16,1481.6,Cash,5.0
INV-0479,2025-04-10,A,Delhi,Snacks,Member,2,123.94,247.88,UPI,4.3
INV-0480,2025-03-11,A,Delhi,Frozen Food,Member,3,219.94,659.82,Cash,4.0
INV-0481,2025-02-10,A,Delhi,Beverages,Normal,3,165.56,496.68,Credit Card,3.3
INV-0482,2025-06-23,C,Mumbai,Personal Care,Member,9,147.12,1324.08,UPI,5.0
INV-0483,2025-03-01,A,Delhi,Snacks,Normal,7,62.49,437.43,Cash,4.2
INV-0484,2025-04-18,A,Delhi,Frozen Food,Normal,8,123.4,987.2,Credit Card,4.1
INV-0485,2025-02-26,C,Mumbai,Meat,Normal,10,238.71,2387.1,Credit Card,3.8
INV-0486,2025-01-31,A,Delhi,Milk,Normal,9,61.72,555.48,UPI,3.8
INV-0487,2025-03-25,C,Mumbai,Cheese,Member,6,125.25,751.5,Cash,4.4
INV-0488,2025-06-01,A,Delhi,Milk,Member,4,63.62,254.48,UPI,3.3
INV-0489,2025-02-05,A,Delhi,Beverages,Member,1,97.37,97.37,Credit Card,5.0
INV-0490,2025-06-07,A,Delhi,Bread,Member,8,47.71,381.68,Credit Card,4.9
INV-0491,2025-06-01,C,Mumbai,Cheese,Normal,7,260.72,1825.04,Cash,3.8
INV-0492,2025-04-18,C,Mumbai,Vegetables,Normal,2,59.5,119.0,Credit Card,3.4
INV-0493,2025-04-16,C,Mumbai,Meat,Member,8,178.52,1428.16,Cash,2.7
INV-0494,2025-06-07,B,Pune,Vegetables,Normal,5,87.01,435.05,Cash,3.2
INV-0495,2025-03-27,C,Mumbai,Snacks,Normal,7,45.24,316.68,UPI,4.5
INV-0496,2025-05-15,A,Delhi,Cheese,Normal,4,236.28,945.12,Credit Card,4.2
INV-0497,2025-06-12,A,Delhi,Vegetables,Member,5,83.04,415.2,UPI,4.3
INV-0498,2025-01-14,C,Mumbai,Vegetables,Member,8,51.45,411.6,Credit Card,2.8
INV-0499,2025-04-30,A,Delhi,Frozen Food,Member,1,220.21,220.21,Credit Card,3.7
INV-0500,2025-05-18,A,Delhi,Milk,Normal,1,58.2,58.2,Credit Card,4.9
